ID,LABEL,Type,SubClass Of,is_unit_of,Equivalent Class,comment,hasExactSynonym,hasRelatedSynonym,,,,,,,,,,,,,,,,,,
ID,A rdfs:label,TYPE,SC % SPLIT=|,SC (is_unit_of only %) SPLIT=|,EC % SPLIT=|,A rdfs:comment,A oboInOwl:hasExactSynonym SPLIT=|,A oboInOwl:hasRelatedSynonym SPLIT=|,,,,,,,,,,,,,,,,,,
UO:0010044,united states customary tablespoon,class,volume unit,,,"""A United States customary units tablespoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 14.79 mL volume."" [Wikipedia:https://en.wikipedia.org/wiki/United_States_customary_units#Cooking_measures]",us customary tablespoon,,,,,,,,,,,,,,,,,,,
UO:0010045,metric cup,class,volume unit,,,"""A metric cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 250mL volume."" [Wikipedia:https://en.wikipedia.org/wiki/Cooking_weights_and_measures]",C,,,,,,,,,,,,,,,,,,,
UO:0010046,united states customary cup,class,volume unit,,,"""A United States customary units cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 236.59 mL volume."" [Wikipedia:https://en.wikipedia.org/wiki/United_States_customary_units#Cooking_measures]",us customary cup,,,,,,,,,,,,,,,,,,,
UO:0010047,united states fda cup,class,volume unit,,,"""A United States FDA cup is a unit of measurement of volume used by the US Federal Department of Agriculture as a nutritional serving measure. It equals a 240 mL volume."" [Wikipedia:https://en.wikipedia.org/wiki/United_States_customary_units#Cooking_measures]",us fda cup,,,,,,,,,,,,,,,,,,,
UO:0010048,micromole,named individual,,,,"""A substance unit which is equal to one millionth of a mole."" [UOB:LTS]",mmol,,,,,,,,,,,,,,,,,,,
UO:0010048,micromole,class,substance unit,,('mole based unit' and ('has prefix' some micro))|{micromole},"""A substance unit which is equal to one millionth of a mole."" [UOB:LTS]",mmol,,,,,,,,,,,,,,,,,,,
UO:0010049,gram per square meter,named individual,,,,"""An area density unit which is equal to the mass of an object in grams divided by the surface area in meters squared."" [NIST:NIST]",g/m^[2]|gram per square metre,,,,,,,,,,,,,,,,,,,
UO:0010049,gram per square meter,class,area density unit|gram per square meter based unit,,{UO:0010049},"""An area density unit which is equal to the mass of an object in grams divided by the surface area in meters squared."" [NIST:NIST]",g/m^[2]|gram per square metre,,,,,,,,,,,,,,,,,,,
UO:0010050,nanogram per microliter,named individual,,,,"""A mass unit density which is equal to mass of an object in nanograms divided by the volume in microliters."" [UOB:LTS]",nanogram per microlitre|ng/ul,,,,,,,,,,,,,,,,,,,
UO:0010050,nanogram per microliter,class,mass density unit,,{UO:0010050},"""A mass unit density which is equal to mass of an object in nanograms divided by the volume in microliters."" [UOB:LTS]",nanogram per microlitre|ng/ul,,,,,,,,,,,,,,,,,,,
UO:0010051,large calorie,named individual,,,,"""A unit of energy widely used in nutrition, equivalent to the amount of heat needed to cause one kilogram of water to rise in temperature by one degree Celsius."" [Wikipedia:Wikipedia]",big calorie|cal|calorie|food calorie|kcal|kilocalorie,,,,,,,,,,,,,,,,,,,
UO:0010051,large calorie,class,energy unit|large calorie based unit,,{UO:0010051},"""A unit of energy widely used in nutrition, equivalent to the amount of heat needed to cause one kilogram of water to rise in temperature by one degree Celsius."" [Wikipedia:Wikipedia]",big calorie|cal|calorie|food calorie|kcal|kilocalorie,,,,,,,,,,,,,,,,,,,
UO:0010052,pounds per square inch,class,pressure unit,,,"""A pressure unit which is equal to 6894.757 pascal."" [Wikipedia:Wikipedia]",lbf/in^[2]|psi,,,,,,,,,,,,,,,,,,,
UO:0010053,micrograms per wheaton bottle,named individual,,,,"""A unit of mass concentration defined as the number of micrograms of a substance per 250 ml Wheaton bottle."" [UOB:LTS]",micrograms per bottle,,,,,,,,,,,,,,,,,,,
UO:0010053,micrograms per wheaton bottle,class,mass density unit,,{UO:0010053},"""A unit of mass concentration defined as the number of micrograms of a substance per 250 ml Wheaton bottle."" [UOB:LTS]",micrograms per bottle,,,,,,,,,,,,,,,,,,,
UO:0010054,picoampere,named individual,,,,"""An electric current unit current which is equal to one trillionth of an ampere or 10^[-12] A."" [UOB:LTS]",pA,,,,,,,,,,,,,,,,,,,
UO:0010054,picoampere,class,electric current unit,,('ampere based unit' and ('has prefix' some pico))|{picoampere},"""An electric current unit current which is equal to one trillionth of an ampere or 10^[-12] A."" [UOB:LTS]",pA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
UO:1000008,meter based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000010,second based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000011,ampere based unit,class,electric current unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000012,kelvin based unit,class,temperature unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000013,mole based unit,class,substance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000014,candela based unit,class,luminous intensity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000019,angstrom based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000021,gram based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000027,degree Celsius based unit,class,temperature unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000031,minute based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000032,hour based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000033,day based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000034,week based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000035,month based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000036,year based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000062,molar based unit,class,unit of molarity,,,,,,,,,,,,,,,,,,,,,,,
UO:1000068,molal based unit,class,unit of molality,,,,,,,,,,,,,,,,,,,,,,,
UO:1000075,normal based unit,class,unit of normality,,,,,,,,,,,,,,,,,,,,,,,
UO:1000076,mole fraction based unit,class,concentration unit|fraction,,,,,,,,,,,,,,,,,,,,,,,
UO:1000077,meter per second per second based unit,class,acceleration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000078,radian per second per second based unit,class,angular acceleration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000079,radian per second based unit,class,angular velocity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000080,square meter based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000081,square centimeter based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000082,square millimeter based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000084,gram per cubic centimeter based unit,class,mass density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000085,candela per square meter based unit,class,luminance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000088,gram per mole based unit,class,molar mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000089,cubic meter per mole based unit,class,molar volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000090,cubic centimeter per mole based unit,class,molar volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000092,turns per second based unit,class,rotational frequency unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000093,cubic meter per kilogram based unit,class,specific volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000094,meter per second based unit,class,speed/velocity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000096,cubic meter based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000097,cubic centimeter based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000099,liter based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000100,cubic decimeter based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000106,hertz based unit,class,frequency unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000108,newton based unit,class,force unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000110,pascal based unit,class,pressure unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000112,joule based unit,class,energy unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000114,watt based unit,class,power unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000116,lux based unit,class,illuminance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000118,lumen based unit,class,luminous flux unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000120,katal based unit,class,catalytic activity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000123,radian based unit,class,plane angle unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000125,steradian based unit,class,solid angle unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000132,becquerel based unit,class,activity (of a radionuclide) unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000133,curie based unit,class,activity (of a radionuclide) unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000134,gray based unit,class,absorbed dose unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000135,rad based unit,class,absorbed dose unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000136,roentgen based unit,class,exposure unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000137,sievert based unit,class,dose equivalent unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000140,Roentgen equivalent man based unit,class,dose equivalent unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000147,disintegrations per minute based unit,class,activity (of a radionuclide) unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000148,counts per minute based unit,class,activity (of a radionuclide) unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000151,century based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000152,half life based unit,class,time unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000153,foot candle based unit,class,illuminance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000155,watt per square meter based unit,class,irradiance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000156,einstein per square meter per second based unit,class,irradiance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000158,watt per steradian per square meter based unit,class,radiance unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000162,watt per steradian based unit,class,radiant intensity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000163,mass percentage based unit,class,concentration unit|percent,,,,,,,,,,,,,,,,,,,,,,,
UO:1000164,mass volume percentage based unit,class,concentration unit|percent,,,,,,,,,,,,,,,,,,,,,,,
UO:1000165,volume percentage based unit,class,percent|volume per unit volume,,,,,,,,,,,,,,,,,,,,,,,
UO:1000167,parts per hundred based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000168,parts per thousand based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000169,parts per million based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000170,parts per billion based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000171,parts per trillion based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000172,parts per quadrillion based unit,class,parts per notation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000173,gram per milliliter based unit,class,mass density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000175,gram per liter based unit,class,mass density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000178,unit per milliliter based unit,class,unit per volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000179,unit per liter based unit,class,unit per volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000180,mass per unit volume based unit,class,concentration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000181,enzyme unit based unit,class,catalytic activity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000185,degree based unit,class,plane angle unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000188,pi based unit,class,dimensionless unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000192,molecule count based unit,class,count unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000193,purity percentage based unit,class,percent,,,,,,,,,,,,,,,,,,,,,,,
UO:1000194,confluence percentage based unit,class,percent,,,,,,,,,,,,,,,,,,,,,,,
UO:1000195,degree Fahrenheit based unit,class,temperature unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000196,pH based unit,class,concentration unit|dimensionless unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000197,liter per kilogram based unit,class,specific volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000201,cells per milliliter based unit,class,cell concentration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000203,katal per cubic meter based unit,class,catalytic (activity) concentration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000204,katal per liter based unit,class,catalytic (activity) concentration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000208,gram per deciliter based unit,class,mass density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000210,colony forming unit based unit,class,count unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000211,plaque forming unit based unit,class,count unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000213,colony forming unit per milliliter based unit,class,colony forming unit per volume,,,,,,,,,,,,,,,,,,,,,,,
UO:1000215,plaque forming unit per milliliter based unit,class,plaque forming unit per volume,,,,,,,,,,,,,,,,,,,,,,,
UO:1000216,disintegrations per second based unit,class,activity (of a radionuclide) unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000218,volt based unit,class,electric potential difference unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000220,coulomb based unit,class,electric charge,,,,,,,,,,,,,,,,,,,,,,,
UO:1000221,dalton based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000223,watt-hour based unit,class,energy unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000226,weber based unit,class,magnetic flux unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000228,tesla based unit,class,magnetic flux density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000229,volt-hour based unit,class,magnetic flux unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000232,bit based unit,class,information unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000233,byte based unit,class,information unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000237,chroma sampling unit based unit,class,image resolution unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000238,dynamic range unit based unit,class,image resolution unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000240,dots per inch based unit,class,spatial resolution unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000242,pixels per inch based unit,class,spatial resolution unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000243,pixels per millimeter based unit,class,spatial resolution unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000244,base pair based unit,class,count unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000245,kibibyte based unit,class,information unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000246,mebibyte based unit,class,information unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000254,newton per meter based unit,class,surface tension unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000255,dyne per cm based unit,class,surface tension unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000257,pascal second based unit,class,viscosity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000258,poise based unit,class,viscosity unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000260,effective dose unit based unit,class,radiation unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000264,siemens based unit,class,electrical conduction unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000265,watt per meter kelvin based unit,class,heat conduction unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000266,electronvolt based unit,class,energy unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000268,volt per meter based unit,class,electric field strength unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000269,absorbance unit based unit,class,dimensionless unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000281,count per nanomolar second based unit,class,rate unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000282,count per molar second based unit,class,rate unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000284,count per nanomolar based unit,class,rate unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000285,count per molar based unit,class,rate unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000310,dosage unit based unit,class,concentration unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000312,relative light unit based unit,class,light unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000313,relative luminescence unit based unit,class,relative light unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1000314,relative fluorescence unit based unit,class,relative light unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010001,square micrometer based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010010,hectare based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010011,inch based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010012,thou based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010013,foot based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010014,yard based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010015,chain based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010016,furlong based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010017,mile based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010018,league based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010019,maritime length unit based unit,class,length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010020,fathom based unit,class,maritime length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010021,cable based unit,class,maritime length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010022,nautical mile based unit,class,maritime length unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010023,perch based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010024,rood based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010025,acre based unit,class,area unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010026,fluid ounce based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010027,gill based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010028,pint based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010029,quart based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010030,gallon based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010031,grain based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010032,drachm based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010033,ounce based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010034,pound based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010035,stone based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010036,quarter based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010037,hundredweight based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010038,ton based unit,class,mass unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010039,slug based unit,class,energy unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010040,teaspoon based unit,class,volume unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010049,gram per square meter based unit,class,area density unit,,,,,,,,,,,,,,,,,,,,,,,
UO:1010051,large calorie based unit,class,energy unit,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
obo:has_prefix,has prefix,object property,,,,,,,,,,,,,,,,,,,,,,,,
obo:is_unit_of,,object property,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
rdfs:comment,,annotation property,,,,,,,,,,,,,,,,,,,,,,,,
rdfs:label,,annotation property,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
